modelo_id,macro_regiao,desfecho,exposicao,faixa_extrema,criterio,dias,eventos_observados,n_associado_estimado,fracao_associada_estimativa,observacao
centro_sul_internacoes_i60_i69_ur_med,Centro-Sul,internacoes_i60_i69,ur_med,alto_p99,>= 99.576,59,90,0,0,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_obitos_i60_i69_temp_med,Centro-Sul,obitos_i60_i69,temp_med,baixo_p05,<= 10.321,293,203,89.98732358793684,0.4432873083149598,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_obitos_i60_i69_temp_med,Centro-Sul,obitos_i60_i69,temp_med,alto_p95,>= 26.454,294,164,29.655402723128724,0.180825626360541,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_obitos_i60_i69_temp_med,Centro-Sul,obitos_i60_i69,temp_med,alto_p99,>= 27.863,60,34,8.38902331834039,0.24673597995118796,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_obitos_i60_i69_ur_med,Centro-Sul,obitos_i60_i69,ur_med,baixo_p05,<= 63.256,293,183,33.40082188482759,0.18251815237610708,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_obitos_i60_i69_ur_med,Centro-Sul,obitos_i60_i69,ur_med,alto_p95,>= 96.994,293,199,4.199966591467414,0.021105359756117655,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_obitos_i60_i69_ur_med,Centro-Sul,obitos_i60_i69,ur_med,alto_p99,>= 99.576,59,49,0,0,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i64_temp_med,Centro-Sul,internacoes_i60_i64,temp_med,baixo_p05,<= 10.321,293,451,34.08939104644308,0.07558623291894254,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i64_temp_med,Centro-Sul,internacoes_i60_i64,temp_med,alto_p95,>= 26.454,294,523,68.57233614076075,0.13111345342401673,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i64_temp_med,Centro-Sul,internacoes_i60_i64,temp_med,alto_p99,>= 27.863,60,110,18.946489487539488,0.17224081352308626,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i64_ur_med,Centro-Sul,internacoes_i60_i64,ur_med,baixo_p05,<= 63.256,293,479,115.30303034400464,0.24071613850522888,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i64_ur_med,Centro-Sul,internacoes_i60_i64,ur_med,alto_p95,>= 96.994,293,400,13.956098897349888,0.03489024724337472,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i64_ur_med,Centro-Sul,internacoes_i60_i64,ur_med,alto_p99,>= 99.576,59,83,0,0,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_obitos_i60_i64_temp_med,Centro-Sul,obitos_i60_i64,temp_med,baixo_p05,<= 10.321,293,141,57.95738950872867,0.41104531566474234,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
