Macroregiao;Ano;Mes;PM25;N_Municipios
Baixada Litorânea;2010;1;7.7918;9
Baixada Litorânea;2010;2;8.2949;9
Baixada Litorânea;2010;3;8.5993;9
Baixada Litorânea;2010;4;8.5009;9
Baixada Litorânea;2010;5;8.3558;9
Baixada Litorânea;2010;6;9.3661;9
Baixada Litorânea;2010;7;10.1471;9
Baixada Litorânea;2010;8;18.9609;9
Baixada Litorânea;2010;9;31.4889;9
Baixada Litorânea;2010;10;15.6501;9
Baixada Litorânea;2010;11;9.9191;9
Baixada Litorânea;2010;12;9.0441;9
Baixada Litorânea;2011;1;6.0666;9
Baixada Litorânea;2011;2;6.4583;9
Baixada Litorânea;2011;3;6.6953;9
Baixada Litorânea;2011;4;6.6187;9
Baixada Litorânea;2011;5;6.5057;9
Baixada Litorânea;2011;6;7.2923;9
Baixada Litorânea;2011;7;7.9003;9
Baixada Litorânea;2011;8;14.7627;9
Baixada Litorânea;2011;9;24.5168;9
Baixada Litorânea;2011;10;12.1849;9
Baixada Litorânea;2011;11;7.7229;9
Baixada Litorânea;2011;12;7.0416;9
Baixada Litorânea;2012;1;6.2837;9
Baixada Litorânea;2012;2;6.6894;9
Baixada Litorânea;2012;3;6.9349;9
Baixada Litorânea;2012;4;6.8555;9
Baixada Litorânea;2012;5;6.7385;9
Baixada Litorânea;2012;6;7.5533;9
Baixada Litorânea;2012;7;8.183;9
Baixada Litorânea;2012;8;15.2909;9
Baixada Litorânea;2012;9;25.3941;9
Baixada Litorânea;2012;10;12.6209;9
Baixada Litorânea;2012;11;7.9992;9
Baixada Litorânea;2012;12;7.2936;9
Baixada Litorânea;2013;1;5.5772;9
Baixada Litorânea;2013;2;5.9373;9
Baixada Litorânea;2013;3;6.1552;9
Baixada Litorânea;2013;4;6.0847;9
Baixada Litorânea;2013;5;5.9809;9
Baixada Litorânea;2013;6;6.704;9
Baixada Litorânea;2013;7;7.263;9
Baixada Litorânea;2013;8;13.5717;9
Baixada Litorânea;2013;9;22.5389;9
Baixada Litorânea;2013;10;11.2019;9
Baixada Litorânea;2013;11;7.0998;9
Baixada Litorânea;2013;12;6.4736;9
Baixada Litorânea;2014;1;6.2973;9
Baixada Litorânea;2014;2;6.7039;9
Baixada Litorânea;2014;3;6.9499;9
Baixada Litorânea;2014;4;6.8704;9
Baixada Litorânea;2014;5;6.7531;9
Baixada Litorânea;2014;6;7.5697;9
Baixada Litorânea;2014;7;8.2008;9
Baixada Litorânea;2014;8;15.3241;9
Baixada Litorânea;2014;9;25.4492;9
Baixada Litorânea;2014;10;12.6483;9
Baixada Litorânea;2014;11;8.0166;9
Baixada Litorânea;2014;12;7.3094;9
Baixada Litorânea;2015;1;6.7868;9
Baixada Litorânea;2015;2;7.2251;9
Baixada Litorânea;2015;3;7.4902;9
Baixada Litorânea;2015;4;7.4045;9
Baixada Litorânea;2015;5;7.2781;9
Baixada Litorânea;2015;6;8.1581;9
Baixada Litorânea;2015;7;8.8383;9
Baixada Litorânea;2015;8;16.5154;9
Baixada Litorânea;2015;9;27.4275;9
Baixada Litorânea;2015;10;13.6315;9
Baixada Litorânea;2015;11;8.6398;9
Baixada Litorânea;2015;12;7.8776;9
Baixada Litorânea;2016;1;6.6326;9
Baixada Litorânea;2016;2;7.0609;9
Baixada Litorânea;2016;3;7.32;9
Baixada Litorânea;2016;4;7.2362;9
Baixada Litorânea;2016;5;7.1127;9
Baixada Litorânea;2016;6;7.9727;9
Baixada Litorânea;2016;7;8.6375;9
Baixada Litorânea;2016;8;16.1401;9
Baixada Litorânea;2016;9;26.8044;9
Baixada Litorânea;2016;10;13.3218;9
Baixada Litorânea;2016;11;8.4435;9
Baixada Litorânea;2016;12;7.6987;9
Baixada Litorânea;2017;1;6.4447;9
Baixada Litorânea;2017;2;6.8609;9
Baixada Litorânea;2017;3;7.1126;9
Baixada Litorânea;2017;4;7.0312;9
Baixada Litorânea;2017;5;6.9112;9
Baixada Litorânea;2017;6;7.7468;9
Baixada Litorânea;2017;7;8.3928;9
Baixada Litorânea;2017;8;15.6829;9
Baixada Litorânea;2017;9;26.045;9
Baixada Litorânea;2017;10;12.9444;9
Baixada Litorânea;2017;11;8.2043;9
Baixada Litorânea;2017;12;7.4805;9
Baixada Litorânea;2018;1;6.131;9
Baixada Litorânea;2018;2;6.5269;9
Baixada Litorânea;2018;3;6.7664;9
Baixada Litorânea;2018;4;6.6889;9
Baixada Litorânea;2018;5;6.5748;9
Baixada Litorânea;2018;6;7.3697;9
Baixada Litorânea;2018;7;7.9842;9
Baixada Litorânea;2018;8;14.9194;9
Baixada Litorânea;2018;9;24.7771;9
Baixada Litorânea;2018;10;12.3143;9
Baixada Litorânea;2018;11;7.8049;9
Baixada Litorânea;2018;12;7.1164;9
Baixada Litorânea;2019;1;6.6983;9
Baixada Litorânea;2019;2;7.1308;9
Baixada Litorânea;2019;3;7.3925;9
Baixada Litorânea;2019;4;7.3079;9
Baixada Litorânea;2019;5;7.1832;9
Baixada Litorânea;2019;6;8.0517;9
Baixada Litorânea;2019;7;8.7231;9
Baixada Litorânea;2019;8;16.3;9
Baixada Litorânea;2019;9;27.0698;9
Baixada Litorânea;2019;10;13.4538;9
Baixada Litorânea;2019;11;8.5271;9
Baixada Litorânea;2019;12;7.7749;9
Baixada Litorânea;2020;1;6.8394;9
Baixada Litorânea;2020;2;7.281;9
Baixada Litorânea;2020;3;7.5481;9
Baixada Litorânea;2020;4;7.4618;9
Baixada Litorânea;2020;5;7.3344;9
Baixada Litorânea;2020;6;8.2212;9
Baixada Litorânea;2020;7;8.9067;9
Baixada Litorânea;2020;8;16.6432;9
Baixada Litorânea;2020;9;27.6398;9
Baixada Litorânea;2020;10;13.737;9
Baixada Litorânea;2020;11;8.7066;9
Baixada Litorânea;2020;12;7.9386;9
Baixada Litorânea;2021;1;7.056;9
Baixada Litorânea;2021;2;7.5117;9
Baixada Litorânea;2021;3;7.7872;9
Baixada Litorânea;2021;4;7.6982;9
Baixada Litorânea;2021;5;7.5668;9
Baixada Litorânea;2021;6;8.4816;9
Baixada Litorânea;2021;7;9.1889;9
Baixada Litorânea;2021;8;17.1704;9
Baixada Litorânea;2021;9;28.5154;9
Baixada Litorânea;2021;10;14.1722;9
Baixada Litorânea;2021;11;8.9825;9
Baixada Litorânea;2021;12;8.1901;9
Baixada Litorânea;2022;1;7.1795;9
Baixada Litorânea;2022;2;7.643;9
Baixada Litorânea;2022;3;7.9235;9
Baixada Litorânea;2022;4;7.8328;9
Baixada Litorânea;2022;5;7.6992;9
Baixada Litorânea;2022;6;8.63;9
Baixada Litorânea;2022;7;9.3496;9
Baixada Litorânea;2022;8;17.4708;9
Baixada Litorânea;2022;9;29.0142;9
Baixada Litorânea;2022;10;14.4201;9
Baixada Litorânea;2022;11;9.1396;9
Baixada Litorânea;2022;12;8.3334;9
Baixada Litorânea;2023;1;6.448;9
Baixada Litorânea;2023;2;6.8644;9
Baixada Litorânea;2023;3;7.1163;9
Baixada Litorânea;2023;4;7.0348;9
Baixada Litorânea;2023;5;6.9148;9
Baixada Litorânea;2023;6;7.7508;9
Baixada Litorânea;2023;7;8.3971;9
Baixada Litorânea;2023;8;15.6909;9
Baixada Litorânea;2023;9;26.0583;9
Baixada Litorânea;2023;10;12.951;9
Baixada Litorânea;2023;11;8.2084;9
Baixada Litorânea;2023;12;7.4843;9
Baixada Litorânea;2024;1;8.5843;9
Baixada Litorânea;2024;2;9.1386;9
Baixada Litorânea;2024;3;9.474;9
Baixada Litorânea;2024;4;9.3655;9
Baixada Litorânea;2024;5;9.2057;9
Baixada Litorânea;2024;6;10.3188;9
Baixada Litorânea;2024;7;11.1791;9
Baixada Litorânea;2024;8;20.8894;9
Baixada Litorânea;2024;9;34.6917;9
Baixada Litorânea;2024;10;17.2419;9
Baixada Litorânea;2024;11;10.928;9
Baixada Litorânea;2024;12;9.964;9
Baixada Litorânea;2025;1;8.086;9
Baixada Litorânea;2025;2;8.6081;9
Baixada Litorânea;2025;3;8.924;9
Baixada Litorânea;2025;4;8.8219;9
Baixada Litorânea;2025;5;8.6713;9
Baixada Litorânea;2025;6;9.7198;9
Baixada Litorânea;2025;7;10.5302;9
Baixada Litorânea;2025;8;19.6769;9
Baixada Litorânea;2025;9;32.6779;9
Baixada Litorânea;2025;10;16.241;9
Baixada Litorânea;2025;11;10.2936;9
Baixada Litorânea;2025;12;9.3856;9
Baía da Ilha Grande;2010;1;14.8907;3
Baía da Ilha Grande;2010;2;15.8522;3
Baía da Ilha Grande;2010;3;16.4339;3
Baía da Ilha Grande;2010;4;16.2458;3
Baía da Ilha Grande;2010;5;15.9686;3
Baía da Ilha Grande;2010;6;17.8993;3
Baía da Ilha Grande;2010;7;19.3917;3
Baía da Ilha Grande;2010;8;36.2356;3
Baía da Ilha Grande;2010;9;60.1776;3
Baía da Ilha Grande;2010;10;29.9084;3
Baía da Ilha Grande;2010;11;18.9561;3
Baía da Ilha Grande;2010;12;17.284;3
Baía da Ilha Grande;2011;1;11.5937;3
Baía da Ilha Grande;2011;2;12.3423;3
Baía da Ilha Grande;2011;3;12.7952;3
Baía da Ilha Grande;2011;4;12.6488;3
Baía da Ilha Grande;2011;5;12.4329;3
Baía da Ilha Grande;2011;6;13.9361;3
Baía da Ilha Grande;2011;7;15.0981;3
Baía da Ilha Grande;2011;8;28.2125;3
Baía da Ilha Grande;2011;9;46.8534;3
Baía da Ilha Grande;2011;10;23.2862;3
Baía da Ilha Grande;2011;11;14.759;3
Baía da Ilha Grande;2011;12;13.457;3
Baía da Ilha Grande;2012;1;12.0086;3
Baía da Ilha Grande;2012;2;12.784;3
Baía da Ilha Grande;2012;3;13.253;3
Baía da Ilha Grande;2012;4;13.1014;3
Baía da Ilha Grande;2012;5;12.8778;3
Baía da Ilha Grande;2012;6;14.4348;3
Baía da Ilha Grande;2012;7;15.6384;3
Baía da Ilha Grande;2012;8;29.2221;3
Baía da Ilha Grande;2012;9;48.53;3
Baía da Ilha Grande;2012;10;24.1195;3
Baía da Ilha Grande;2012;11;15.2871;3
Baía da Ilha Grande;2012;12;13.9386;3
Baía da Ilha Grande;2013;1;10.6584;3
Baía da Ilha Grande;2013;2;11.3466;3
Baía da Ilha Grande;2013;3;11.763;3
Baía da Ilha Grande;2013;4;11.6283;3
Baía da Ilha Grande;2013;5;11.4299;3
Baía da Ilha Grande;2013;6;12.8119;3
Baía da Ilha Grande;2013;7;13.8801;3
Baía da Ilha Grande;2013;8;25.9365;3
Baía da Ilha Grande;2013;9;43.0735;3
Baía da Ilha Grande;2013;10;21.4076;3
Baía da Ilha Grande;2013;11;13.5683;3
Baía da Ilha Grande;2013;12;12.3714;3
Baía da Ilha Grande;2014;1;12.0346;3
Baía da Ilha Grande;2014;2;12.8117;3
Baía da Ilha Grande;2014;3;13.2818;3
Baía da Ilha Grande;2014;4;13.1298;3
Baía da Ilha Grande;2014;5;12.9058;3
Baía da Ilha Grande;2014;6;14.4661;3
Baía da Ilha Grande;2014;7;15.6723;3
Baía da Ilha Grande;2014;8;29.2855;3
Baía da Ilha Grande;2014;9;48.6352;3
Baía da Ilha Grande;2014;10;24.1718;3
Baía da Ilha Grande;2014;11;15.3202;3
Baía da Ilha Grande;2014;12;13.9688;3
Baía da Ilha Grande;2015;1;12.9701;3
Baía da Ilha Grande;2015;2;13.8076;3
Baía da Ilha Grande;2015;3;14.3143;3
Baía da Ilha Grande;2015;4;14.1505;3
Baía da Ilha Grande;2015;5;13.909;3
Baía da Ilha Grande;2015;6;15.5907;3
Baía da Ilha Grande;2015;7;16.8906;3
Baía da Ilha Grande;2015;8;31.562;3
Baía da Ilha Grande;2015;9;52.4159;3
Baía da Ilha Grande;2015;10;26.0508;3
Baía da Ilha Grande;2015;11;16.5112;3
Baía da Ilha Grande;2015;12;15.0547;3
Baía da Ilha Grande;2016;1;12.6755;3
Baía da Ilha Grande;2016;2;13.4939;3
Baía da Ilha Grande;2016;3;13.9891;3
Baía da Ilha Grande;2016;4;13.829;3
Baía da Ilha Grande;2016;5;13.593;3
Baía da Ilha Grande;2016;6;15.2365;3
Baía da Ilha Grande;2016;7;16.5069;3
Baía da Ilha Grande;2016;8;30.8449;3
Baía da Ilha Grande;2016;9;51.225;3
Baía da Ilha Grande;2016;10;25.4589;3
Baía da Ilha Grande;2016;11;16.1361;3
Baía da Ilha Grande;2016;12;14.7127;3
Baía da Ilha Grande;2017;1;12.3163;3
Baía da Ilha Grande;2017;2;13.1116;3
Baía da Ilha Grande;2017;3;13.5927;3
Baía da Ilha Grande;2017;4;13.4372;3
Baía da Ilha Grande;2017;5;13.2079;3
Baía da Ilha Grande;2017;6;14.8048;3
Baía da Ilha Grande;2017;7;16.0392;3
Baía da Ilha Grande;2017;8;29.971;3
Baía da Ilha Grande;2017;9;49.7737;3
Baía da Ilha Grande;2017;10;24.7376;3
Baía da Ilha Grande;2017;11;15.6789;3
Baía da Ilha Grande;2017;12;14.2958;3
Baía da Ilha Grande;2018;1;11.7168;3
Baía da Ilha Grande;2018;2;12.4733;3
Baía da Ilha Grande;2018;3;12.931;3
Baía da Ilha Grande;2018;4;12.783;3
Baía da Ilha Grande;2018;5;12.5649;3
Baía da Ilha Grande;2018;6;14.0841;3
Baía da Ilha Grande;2018;7;15.2584;3
Baía da Ilha Grande;2018;8;28.512;3
Baía da Ilha Grande;2018;9;47.3507;3
Baía da Ilha Grande;2018;10;23.5334;3
Baía da Ilha Grande;2018;11;14.9156;3
Baía da Ilha Grande;2018;12;13.5999;3
Baía da Ilha Grande;2019;1;12.8009;3
Baía da Ilha Grande;2019;2;13.6276;3
Baía da Ilha Grande;2019;3;14.1276;3
Baía da Ilha Grande;2019;4;13.9659;3
Baía da Ilha Grande;2019;5;13.7276;3
Baía da Ilha Grande;2019;6;15.3873;3
Baía da Ilha Grande;2019;7;16.6703;3
Baía da Ilha Grande;2019;8;31.1504;3
Baía da Ilha Grande;2019;9;51.7323;3
Baía da Ilha Grande;2019;10;25.7111;3
Baía da Ilha Grande;2019;11;16.2958;3
Baía da Ilha Grande;2019;12;14.8583;3
Baía da Ilha Grande;2020;1;13.0705;3
Baía da Ilha Grande;2020;2;13.9145;3
Baía da Ilha Grande;2020;3;14.425;3
Baía da Ilha Grande;2020;4;14.2599;3
Baía da Ilha Grande;2020;5;14.0166;3
Baía da Ilha Grande;2020;6;15.7113;3
Baía da Ilha Grande;2020;7;17.0213;3
Baía da Ilha Grande;2020;8;31.8063;3
Baía da Ilha Grande;2020;9;52.8216;3
Baía da Ilha Grande;2020;10;26.2524;3
Baía da Ilha Grande;2020;11;16.6389;3
Baía da Ilha Grande;2020;12;15.1712;3
Baía da Ilha Grande;2021;1;13.4846;3
Baía da Ilha Grande;2021;2;14.3553;3
Baía da Ilha Grande;2021;3;14.882;3
Baía da Ilha Grande;2021;4;14.7117;3
Baía da Ilha Grande;2021;5;14.4607;3
Baía da Ilha Grande;2021;6;16.209;3
Baía da Ilha Grande;2021;7;17.5606;3
Baía da Ilha Grande;2021;8;32.8138;3
Baía da Ilha Grande;2021;9;54.4949;3
Baía da Ilha Grande;2021;10;27.0841;3
Baía da Ilha Grande;2021;11;17.166;3
Baía da Ilha Grande;2021;12;15.6518;3
Baía da Ilha Grande;2022;1;13.7204;3
Baía da Ilha Grande;2022;2;14.6064;3
Baía da Ilha Grande;2022;3;15.1423;3
Baía da Ilha Grande;2022;4;14.9691;3
Baía da Ilha Grande;2022;5;14.7136;3
Baía da Ilha Grande;2022;6;16.4926;3
Baía da Ilha Grande;2022;7;17.8677;3
Baía da Ilha Grande;2022;8;33.3878;3
Baía da Ilha Grande;2022;9;55.4482;3
Baía da Ilha Grande;2022;10;27.5579;3
Baía da Ilha Grande;2022;11;17.4663;3
Baía da Ilha Grande;2022;12;15.9256;3
Baía da Ilha Grande;2023;1;12.3226;3
Baía da Ilha Grande;2023;2;13.1183;3
Baía da Ilha Grande;2023;3;13.5997;3
Baía da Ilha Grande;2023;4;13.444;3
Baía da Ilha Grande;2023;5;13.2146;3
Baía da Ilha Grande;2023;6;14.8123;3
Baía da Ilha Grande;2023;7;16.0474;3
Baía da Ilha Grande;2023;8;29.9863;3
Baía da Ilha Grande;2023;9;49.7992;3
Baía da Ilha Grande;2023;10;24.7503;3
Baía da Ilha Grande;2023;11;15.6869;3
Baía da Ilha Grande;2023;12;14.3031;3
Baía da Ilha Grande;2024;1;16.4053;3
Baía da Ilha Grande;2024;2;17.4646;3
Baía da Ilha Grande;2024;3;18.1054;3
Baía da Ilha Grande;2024;4;17.8982;3
Baía da Ilha Grande;2024;5;17.5928;3
Baía da Ilha Grande;2024;6;19.7199;3
Baía da Ilha Grande;2024;7;21.3641;3
Baía da Ilha Grande;2024;8;39.9212;3
Baía da Ilha Grande;2024;9;66.2983;3
Baía da Ilha Grande;2024;10;32.9504;3
Baía da Ilha Grande;2024;11;20.8842;3
Baía da Ilha Grande;2024;12;19.0419;3
Baía da Ilha Grande;2025;1;15.453;3
Baía da Ilha Grande;2025;2;16.4508;3
Baía da Ilha Grande;2025;3;17.0544;3
Baía da Ilha Grande;2025;4;16.8592;3
Baía da Ilha Grande;2025;5;16.5716;3
Baía da Ilha Grande;2025;6;18.5751;3
Baía da Ilha Grande;2025;7;20.124;3
Baía da Ilha Grande;2025;8;37.6038;3
Baía da Ilha Grande;2025;9;62.4498;3
Baía da Ilha Grande;2025;10;31.0377;3
Baía da Ilha Grande;2025;11;19.6719;3
Baía da Ilha Grande;2025;12;17.9366;3
Centro-Sul;2010;1;14.4681;12
Centro-Sul;2010;2;15.4023;12
Centro-Sul;2010;3;15.9675;12
Centro-Sul;2010;4;15.7847;12
Centro-Sul;2010;5;15.5154;12
Centro-Sul;2010;6;17.3913;12
Centro-Sul;2010;7;18.8413;12
Centro-Sul;2010;8;35.2071;12
Centro-Sul;2010;9;58.4696;12
Centro-Sul;2010;10;29.0595;12
Centro-Sul;2010;11;18.4181;12
Centro-Sul;2010;12;16.7934;12
Centro-Sul;2011;1;11.2646;12
Centro-Sul;2011;2;11.992;12
Centro-Sul;2011;3;12.432;12
Centro-Sul;2011;4;12.2897;12
Centro-Sul;2011;5;12.08;12
Centro-Sul;2011;6;13.5406;12
Centro-Sul;2011;7;14.6696;12
Centro-Sul;2011;8;27.4118;12
Centro-Sul;2011;9;45.5235;12
Centro-Sul;2011;10;22.6253;12
Centro-Sul;2011;11;14.34;12
Centro-Sul;2011;12;13.0751;12
Centro-Sul;2012;1;11.6677;12
Centro-Sul;2012;2;12.4211;12
Centro-Sul;2012;3;12.8769;12
Centro-Sul;2012;4;12.7295;12
Centro-Sul;2012;5;12.5123;12
Centro-Sul;2012;6;14.0251;12
Centro-Sul;2012;7;15.1945;12
Centro-Sul;2012;8;28.3927;12
Centro-Sul;2012;9;47.1525;12
Centro-Sul;2012;10;23.4349;12
Centro-Sul;2012;11;14.8532;12
Centro-Sul;2012;12;13.543;12
Centro-Sul;2013;1;10.3559;12
Centro-Sul;2013;2;11.0246;12
Centro-Sul;2013;3;11.4291;12
Centro-Sul;2013;4;11.2983;12
Centro-Sul;2013;5;11.1055;12
Centro-Sul;2013;6;12.4482;12
Centro-Sul;2013;7;13.4862;12
Centro-Sul;2013;8;25.2004;12
Centro-Sul;2013;9;41.851;12
Centro-Sul;2013;10;20.8;12
Centro-Sul;2013;11;13.1832;12
Centro-Sul;2013;12;12.0203;12
Centro-Sul;2014;1;11.693;12
Centro-Sul;2014;2;12.4481;12
Centro-Sul;2014;3;12.9048;12
Centro-Sul;2014;4;12.7571;12
Centro-Sul;2014;5;12.5394;12
Centro-Sul;2014;6;14.0555;12
Centro-Sul;2014;7;15.2275;12
Centro-Sul;2014;8;28.4542;12
Centro-Sul;2014;9;47.2548;12
Centro-Sul;2014;10;23.4858;12
Centro-Sul;2014;11;14.8854;12
Centro-Sul;2014;12;13.5723;12
Centro-Sul;2015;1;12.602;12
Centro-Sul;2015;2;13.4157;12
Centro-Sul;2015;3;13.908;12
Centro-Sul;2015;4;13.7488;12
Centro-Sul;2015;5;13.5142;12
Centro-Sul;2015;6;15.1481;12
Centro-Sul;2015;7;16.4112;12
Centro-Sul;2015;8;30.6661;12
Centro-Sul;2015;9;50.9282;12
Centro-Sul;2015;10;25.3114;12
Centro-Sul;2015;11;16.0425;12
Centro-Sul;2015;12;14.6274;12
Centro-Sul;2016;1;12.3157;12
Centro-Sul;2016;2;13.1109;12
Centro-Sul;2016;3;13.592;12
Centro-Sul;2016;4;13.4364;12
Centro-Sul;2016;5;13.2072;12
Centro-Sul;2016;6;14.804;12
Centro-Sul;2016;7;16.0383;12
Centro-Sul;2016;8;29.9694;12
Centro-Sul;2016;9;49.7711;12
Centro-Sul;2016;10;24.7364;12
Centro-Sul;2016;11;15.678;12
Centro-Sul;2016;12;14.2951;12
Centro-Sul;2017;1;11.9668;12
Centro-Sul;2017;2;12.7394;12
Centro-Sul;2017;3;13.2069;12
Centro-Sul;2017;4;13.0558;12
Centro-Sul;2017;5;12.833;12
Centro-Sul;2017;6;14.3846;12
Centro-Sul;2017;7;15.584;12
Centro-Sul;2017;8;29.1204;12
Centro-Sul;2017;9;48.361;12
Centro-Sul;2017;10;24.0355;12
Centro-Sul;2017;11;15.2339;12
Centro-Sul;2017;12;13.8901;12
Centro-Sul;2018;1;11.3842;12
Centro-Sul;2018;2;12.1193;12
Centro-Sul;2018;3;12.564;12
Centro-Sul;2018;4;12.4202;12
Centro-Sul;2018;5;12.2083;12
Centro-Sul;2018;6;13.6843;12
Centro-Sul;2018;7;14.8253;12
Centro-Sul;2018;8;27.7028;12
Centro-Sul;2018;9;46.0068;12
Centro-Sul;2018;10;22.8655;12
Centro-Sul;2018;11;14.4923;12
Centro-Sul;2018;12;13.2139;12
Centro-Sul;2019;1;12.4376;12
Centro-Sul;2019;2;13.2407;12
Centro-Sul;2019;3;13.7266;12
Centro-Sul;2019;4;13.5695;12
Centro-Sul;2019;5;13.338;12
Centro-Sul;2019;6;14.9506;12
Centro-Sul;2019;7;16.1972;12
Centro-Sul;2019;8;30.2662;12
Centro-Sul;2019;9;50.264;12
Centro-Sul;2019;10;24.9813;12
Centro-Sul;2019;11;15.8333;12
Centro-Sul;2019;12;14.4366;12
Centro-Sul;2020;1;12.6995;12
Centro-Sul;2020;2;13.5195;12
Centro-Sul;2020;3;14.0156;12
Centro-Sul;2020;4;13.8552;12
Centro-Sul;2020;5;13.6188;12
Centro-Sul;2020;6;15.2654;12
Centro-Sul;2020;7;16.5382;12
Centro-Sul;2020;8;30.9035;12
Centro-Sul;2020;9;51.3223;12
Centro-Sul;2020;10;25.5073;12
Centro-Sul;2020;11;16.1667;12
Centro-Sul;2020;12;14.7406;12
Centro-Sul;2021;1;13.1018;12
Centro-Sul;2021;2;13.9478;12
Centro-Sul;2021;3;14.4596;12
Centro-Sul;2021;4;14.2941;12
Centro-Sul;2021;5;14.0502;12
Centro-Sul;2021;6;15.749;12
Centro-Sul;2021;7;17.0621;12
Centro-Sul;2021;8;31.8825;12
Centro-Sul;2021;9;52.9482;12
Centro-Sul;2021;10;26.3154;12
Centro-Sul;2021;11;16.6788;12
Centro-Sul;2021;12;15.2076;12
Centro-Sul;2022;1;13.331;12
Centro-Sul;2022;2;14.1918;12
Centro-Sul;2022;3;14.7126;12
Centro-Sul;2022;4;14.5442;12
Centro-Sul;2022;5;14.296;12
Centro-Sul;2022;6;16.0245;12
Centro-Sul;2022;7;17.3606;12
Centro-Sul;2022;8;32.4402;12
Centro-Sul;2022;9;53.8744;12
Centro-Sul;2022;10;26.7757;12
Centro-Sul;2022;11;16.9706;12
Centro-Sul;2022;12;15.4736;12
Centro-Sul;2023;1;11.9729;12
Centro-Sul;2023;2;12.746;12
Centro-Sul;2023;3;13.2137;12
Centro-Sul;2023;4;13.0625;12
Centro-Sul;2023;5;12.8396;12
Centro-Sul;2023;6;14.3919;12
Centro-Sul;2023;7;15.5919;12
Centro-Sul;2023;8;29.1352;12
Centro-Sul;2023;9;48.3858;12
Centro-Sul;2023;10;24.0478;12
Centro-Sul;2023;11;15.2417;12
Centro-Sul;2023;12;13.8972;12
Centro-Sul;2024;1;15.9396;12
Centro-Sul;2024;2;16.9689;12
Centro-Sul;2024;3;17.5915;12
Centro-Sul;2024;4;17.3902;12
Centro-Sul;2024;5;17.0934;12
Centro-Sul;2024;6;19.1602;12
Centro-Sul;2024;7;20.7577;12
Centro-Sul;2024;8;38.7881;12
Centro-Sul;2024;9;64.4166;12
Centro-Sul;2024;10;32.0152;12
Centro-Sul;2024;11;20.2914;12
Centro-Sul;2024;12;18.5015;12
Centro-Sul;2025;1;15.0144;12
Centro-Sul;2025;2;15.9838;12
Centro-Sul;2025;3;16.5704;12
Centro-Sul;2025;4;16.3807;12
Centro-Sul;2025;5;16.1012;12
Centro-Sul;2025;6;18.0479;12
Centro-Sul;2025;7;19.5528;12
Centro-Sul;2025;8;36.5365;12
Centro-Sul;2025;9;60.6773;12
Centro-Sul;2025;10;30.1568;12
Centro-Sul;2025;11;19.1135;12
Centro-Sul;2025;12;17.4275;12
Metropolitana I;2010;1;17.3834;12
Metropolitana I;2010;2;18.5058;12
Metropolitana I;2010;3;19.1849;12
Metropolitana I;2010;4;18.9653;12
Metropolitana I;2010;5;18.6417;12
Metropolitana I;2010;6;20.8956;12
Metropolitana I;2010;7;22.6379;12
Metropolitana I;2010;8;42.3014;12
Metropolitana I;2010;9;70.2512;12
Metropolitana I;2010;10;34.915;12
Metropolitana I;2010;11;22.1293;12
Metropolitana I;2010;12;20.1772;12
Metropolitana I;2011;1;13.5344;12
Metropolitana I;2011;2;14.4084;12
Metropolitana I;2011;3;14.937;12
Metropolitana I;2011;4;14.7661;12
Metropolitana I;2011;5;14.5142;12
Metropolitana I;2011;6;16.269;12
Metropolitana I;2011;7;17.6255;12
Metropolitana I;2011;8;32.9352;12
Metropolitana I;2011;9;54.6965;12
Metropolitana I;2011;10;27.1843;12
Metropolitana I;2011;11;17.2296;12
Metropolitana I;2011;12;15.7097;12
Metropolitana I;2012;1;14.0188;12
Metropolitana I;2012;2;14.924;12
Metropolitana I;2012;3;15.4716;12
Metropolitana I;2012;4;15.2945;12
Metropolitana I;2012;5;15.0335;12
Metropolitana I;2012;6;16.8512;12
Metropolitana I;2012;7;18.2562;12
Metropolitana I;2012;8;34.1138;12
Metropolitana I;2012;9;56.6538;12
Metropolitana I;2012;10;28.157;12
Metropolitana I;2012;11;17.8461;12
Metropolitana I;2012;12;16.2719;12
Metropolitana I;2013;1;12.4426;12
Metropolitana I;2013;2;13.246;12
Metropolitana I;2013;3;13.732;12
Metropolitana I;2013;4;13.5749;12
Metropolitana I;2013;5;13.3432;12
Metropolitana I;2013;6;14.9565;12
Metropolitana I;2013;7;16.2036;12
Metropolitana I;2013;8;30.2782;12
Metropolitana I;2013;9;50.284;12
Metropolitana I;2013;10;24.9912;12
Metropolitana I;2013;11;15.8396;12
Metropolitana I;2013;12;14.4423;12
Metropolitana I;2014;1;14.0492;12
Metropolitana I;2014;2;14.9563;12
Metropolitana I;2014;3;15.5051;12
Metropolitana I;2014;4;15.3277;12
Metropolitana I;2014;5;15.0661;12
Metropolitana I;2014;6;16.8877;12
Metropolitana I;2014;7;18.2958;12
Metropolitana I;2014;8;34.1878;12
Metropolitana I;2014;9;56.7767;12
Metropolitana I;2014;10;28.2181;12
Metropolitana I;2014;11;17.8848;12
Metropolitana I;2014;12;16.3072;12
Metropolitana I;2015;1;15.1413;12
Metropolitana I;2015;2;16.119;12
Metropolitana I;2015;3;16.7104;12
Metropolitana I;2015;4;16.5192;12
Metropolitana I;2015;5;16.2373;12
Metropolitana I;2015;6;18.2005;12
Metropolitana I;2015;7;19.7181;12
Metropolitana I;2015;8;36.8454;12
